,Artist,Title,Top100,URI
7523,dispatch,letter to lady j,0,7w8A5XvLWLVmeaVZIwa7Cn
7524,noah gundersen,first defeat,0,57FqmzNGTziRPCyuqaUrHo
7525,i'm with her,i-89 - recorded at spotify studios nyc,0,5ou4c3qI8EvtpwsvYIM4L4
7526,angus & julia stone,mango tree,0,4itQ8GzGkz1Kf267tQwg4v
7527,lucy rose,shiver,0,1ODA4mZMaoBzT1TbPBW8B1
7528,the staves,mexico,0,6x7oPOBrfsqx9WbON5X1go
7529,isobel anderson,feathers,0,3QWZ2jViafoN9OBHI7vQoI
7530,julie byrne,follow my voice,0,7pT3faDXSC5tNAlIKmtrYf
7531,old sea brigade,tidal wave - acoustic,0,6dTLGUU6eeMD9tu8PwPWn8
7532,the brother brothers,tugboats,0,0o7UJe1SQW8kAPNSGU6FVY
7533,john craigie,i am california,0,27ytYULTu6QSZBhGaOKq9i
7534,robby hecht,i'll keep you,0,753h0atsE418iQyz7Jbtci
7535,jade bird,uh huh - acoustic,0,24ljGS95D0FdAnIeT3AWBx
7536,i'm with her,crescent city,0,32lWsea1J8tfeqvmRAX1Av
7537,lowland hum,vedauwoo,0,7f34NzgqC100aAxrtwurEi
7538,daughter,youth,0,4AmcmraFjVzFb9SQDNTRyl
7539,mandolin orange,echo - recorded at spotify studios nyc,0,2e9FxyGISHtOxXdKHTw8QP
7540,lucius,right down the line,0,2aU77iuoOElIJyXl0YoI9O
7541,hozier,work song,0,5TgEJ62DOzBpGxZ7WRsrqb
7542,villagers,nothing arrived - live from spotify london,0,0TQ8ZHFhrbH9I0WRjIzOCQ
7543,fionn regan,turn the skies of blue on,0,2sPs3jx1I2IcJczysRAi5e
7544,waxahatchee,chapel of pines,0,68eBLGU3zMtAqNhNxn1ELY
7545,aldous harding,imagining my man,0,4Mj6K0nOrLJjUckP2tJFU9
7546,henry jamison,the rains,0,2I5mhy8zeIIMWgOFny4Fle
7547,nadia reid,call the days,0,55UTk4jy0ep5B3zLoGcaTc
7548,the milk carton kids,whisper in her ear,0,5YuHMfznSrE6qsKGQzcAnO
7549,hudson taylor,old soul - acoustic,0,6mbb23kuCxOCIBUVpZxsgx
7550,donovan woods,it'll work itself out,0,1WvRxjDesc8qkTwYQO55gI
7551,sarah jarosz,build me up from bones,0,1I9dSqB5XSdwOfn9M8zpRg
7552,kaleo,all the pretty girls,0,0QQIhT6PtJ5glyn4HKNKQ6
7553,s. carey,more i see,0,58iT2lT6yiTwJyN8zlXrKt
7554,morgxn,home ft. walk the moon,0,1Wm8n5eQpDaOk2eQjf8ENd
7555,parade of lights,golden,0,4Hqlo1XhohWyonvWJ2U3Mn
7556,jukebox the ghost,fred astaire,0,6JgXQTdqLL1xS5qfqOGVNb
7557,half the animal,too late,0,5gGlNj9R3q1bOi9fWUX4fv
7558,dreamers,cry out for me,0,6ktLXrudYZ8PjQvu2Ncoth
7559,moon taxi,not too late,0,0ig4lxtPqcFTUopvk57nQy
7560,just loud,electrified,0,5rYcKq7mpdhmGj3Z6WzhMa
7561,stal,jump with me,0,2bhasjavv1tokxnpvTcqoC
7562,coasts,you could have been the one,0,2kHps71ssELNoibannedNM
7564,the driver era,preacher man,0,25lrlvqhBed81hejnUIP5P
7565,smallpools,stumblin' home,0,01oyRIMjNlMSN00ETiVduQ
7566,the heydaze,new religion,0,4DZghpw50ZnO3ckfDuNkft
7567,the wombats,turn,0,11IJA30efHAJLO3qroPh5L
7568,castlecomer,fire alarm,0,7IhXIYTj3JnqoyXWut3jFF
7569,overstreet,carried away,0,670iB5TOAt9dGjyPFXUUiu
7570,culture wars,lies,0,69L4OE9RDpoRSBbp9K1vJq
7571,wallows,pictures of girls,0,415dK4glwDO7fXxYg3np8B
7572,mainland,hometown,0,66UylTxzOOjnl7o2Bj5JkG
7573,parade of lights,tidal waves,0,19oPAOgkxvVF0dEVuhnXUQ
7574,onr,american gods,0,2S9VWK6M5pOtHRJP2K5Ane
7575,houndmouth,this party,0,7isDQC5HH4ev21Ma6L8UGg
7576,kawala,do it like you do,0,69LmDU9Ykb2ffpDDisnf1w
7577,nightly,miss you like hell,0,3dAz60DDFTKXjLl3BFLdZT
7578,royal teeth,wild,0,62tW8h5l2UrgqvdbhZaXL1
7579,magic giant,window,0,2TV9fAIDDJ3dMwJCj1a5pc
7580,coleman hell,2 heads,0,3bi8yEuK44vLcbjHkPH0u1
7581,flor,rely,0,2lfoxGdWxgwlKwVabSlwcW
7582,atlas genius,stockholm,0,7tKnaB8gsXxyPScxEwzQ9N
7583,the fratellis,stand up tragedy,0,2tGSIjqZ23cTR4fYTc1MbX
7584,max frost,adderall,0,4Xx0J00u90QvnG3rwz4Itp
7585,moon taxi,red hot lights,0,0xmtSOofR05Lu0ggb5lZ7X
7586,cold war kids,love is mystical,0,12pdXFcruNcPUbZypKUDgz
7587,empire of the sun,high and low,0,2Q7PDjPz7h559wBF97lO07
7588,bleachers,don't take the money,0,3ySU5vwQB33iGulwcUL9qQ
7589,pop etc,routine,0,3FYdV1EBv5PDyQy9630ntq
7590,smallpools,passenger side,0,3reay7NBijCy7n8xVLpDL8
7591,coin,talk too much,0,4djIFfof5TpbSGRZUpsTXq
7592,council,rust to gold,0,3QA66YGqHvdSthvEAhGmMH
7593,banners,someone to you,0,14BH4qO7pgCmIe6mgLKOK3
7594,bleachers,i wanna get better,0,1BwhFXqoIsePt21WyWIttb
7595,american authors,i wanna go out,0,2NV0GkB2xbAQVjeEYbDXUS
7596,cherry pools,hollywood,0,6LL3WhXLC9EYaicAGZ3nx8
7597,dreamers,sweet disaster,0,7bEDDsy2LFC0KSqhZp5nPE
7598,the royal concept,gimme twice,0,3DUBhiM44zetJNERX0n8Nk
7599,dreamers,painkiller,0,15BsrefgYpMgu1ZCIr8EJw
7600,courtship.,sunroof,0,2ivkl6Gefp1tMg3LcjuzQB
7601,day wave,something here,0,4d2jmClFslZKu3lbDFKgez
7602,the chain gang of 1974,wallflowers,0,1jlYZtPqHOb8zueJ6X9QEO
7603,cape cub,all i need,0,4czpEXvi98cAW9Jktj3fg7
7604,the heydaze,hurt like hell,0,296TKunfRnpbT65BjC4LPi
7605,knox hamilton,pretty way to fight,0,6FI9HEkxiYljt06KHdmpKE
7606,sundara karma,flame,0,2yf63OXOJ7F7dYz9UbwlBB
7607,cherub,doses & mimosas,0,44CZRkOxv7UItaAUmh8PgN
7608,the academic,mixtape 2003,0,4TICpB1Y6C8b6EK2Ga275x
7609,this wild life,falling down - edit,0,6jRNplNtd8xT0sc4iUJyW5
7610,mainland,permission slip,0,5lmX9ai11jjsabltxj32kb
7611,smallpools,million bucks,0,6Hx7kdHB9kGdxnw2EwSx2V
7612,arkells,my heart's always yours,0,3SLdLEQ8xz6limRM51RpZ3
7613,new politics,tonight you're perfect,0,3ym8RPF4EQPqtW0v8G44BT
7614,waters,got to my head,0,3HmHQjjApe21DIncYhKIg7
7615,the 1975,heart out,0,424ml6U1wmEarzw26uDtCS
7616,rafferty,apple pie,0,7x7WyzZjrXd1oruLCcTnhw
7617,the wrecks,favorite liar,0,1scwknKtBQpreYy6MSoJqJ
7618,passion pit,little secrets,0,3kb38wezoUA8ki5jPYy3t5
7619,romes,summer sound,0,0n5M23g9jUnTrNug9b7bC5
7620,judas,ceasefire,0,3Te0NUMofZVs1KHQgrqXVe
7621,paramore,fake happy - edit,0,3PPgJlgCbwTP14BvcsQjYR
7622,miike snow,the heart of me,0,4MBTPJod6j1k2mPbPaPFfH
7623,night riots,fangs,0,618DIJLSOg5ffmXaFFRsnv
7624,courtship.,perfect people,0,0pa1iFLMfXO2IcJkMjXiEn
7625,imagine dragons,i’ll make it up to you,0,0FfX0nofboxZjP0diT1eFv
7626,the night game,the outfield,0,0H188Mi13wkwwwUvczPdmC
7627,knox hamilton,washed up together,0,394fSwicFotuONejRw2qRH
7628,the shelters,rebel heart,0,3Pc4BTWoH6x0PmeGfQzn5a
7629,john cena,the time is now (john cena),0,4sjjV02cN3nDOIZPJabEgM
7630,kanye west,black skinhead,0,722tgOgdIbNe3BEyLnejw4
7631,trick daddy,let's go (feat. big d & twista),0,1fLibtVj3MrNTwRZq5yUOs
7632,ishi,push it,0,69yQEJVFuFYNOtJmIu5XPk
7633,dropkick murphys,i'm shipping up to boston,0,7rSERmjAT38lC5QhJ8hnQc
7634,metallica,enter sandman,0,5BIMPccDwShpXq784RJlJp
7636,blur,song 2,0,1FTSo4v6BOZH9QxKc3MbVM
7637,fort minor,remember the name (feat. styles of beyond),0,6ndmKwWqMozN2tcZqzCX4K
7638,rage against the machine,killing in the name,0,59WN2psjkt1tyaxjspN8fp
7639,tech n9ne,the beast,0,2ZaWL12apL7wmNPuJMlny4
7640,p.o.d.,boom,0,5DooySfCD1xCJ49gQm9rx7
7642,eminem,'till i collapse,0,4xkOaSrkexMciUUogZKVTS
7643,kasabian,club foot,0,6C0xucNj75wRdlejwWIEW1
7644,zombie nation,"kernkraft 400 - dj gius mix, radio edit",0,7g8cjrj0sXScNE727685JE
7646,groove armada,i see you baby - fatboy slim radio edit,0,2Aq0emyh00qcd7eoU6Qo6g
7647,dj khaled,"all i do is win - feat. t-pain, ludacris, snoop dogg & rick ross",0,0RIHDrcRAXtUlnkvTYPW1a
7648,disturbed,indestructible,0,42ZVk59gT4tMlrZmd8Ijxf
7649,wiz khalifa,black and yellow,0,5A6OHHy73AR5tLxgTc98zz
7650,darude,sandstorm - radio edit,0,24CXuh2WNpgeSYUOvz14jk
7651,tech n9ne,riot maker,0,6nU5YHmm88HuVfpegW74p7
7652,maino,all the above [feat. t-pain],0,1z667LebVh3DtYNrVJEao0
7653,breaking benjamin,blow me away - soundtrack version,0,5JBH2osD5Y5AneMKPOfY1s
7654,steam,na na hey hey kiss him goodbye,0,1mrSHPNTDdMkXpR4BiSiD7
7656,machine gun kelly,wild boy,0,5jcMhhJ0gXhtruaFIBbL3t
7660,zara larsson,ain't my fault - r3hab remix,0,3YPlsrk0Voe8AOa1jyN891
7662,neon trees,1983,0,4DJLcyfnyEGlUejAEAX4az
7663,gnarls barkley,going on,0,6N7YkCy1oSMRsaZSoz5VlS
7665,sara bareilles,i choose you,0,7jJH8F3PHlNvxfqEAAfFDl
7667,the kooks,she moves in her own way,0,2SGBEDwsOAOAHrrdAd304i
7668,spoon,the way we get by,0,3PV0OEKHmr6hVJp4QOMtyW
7669,scissor sisters,take your mama,0,0LAfANg75hYiV1IAEP3vY6
7670,the script,nothing,0,0c3yfC8zMRJGvmqphczhZb
7671,iggy azalea,heavy crown,0,1FO03aL21QcvllpoCMN4kM
7672,rihanna,man down,0,454h9zAIuTe1eJyw9iTnj4
7673,panic! at the disco,this is gospel,0,3yZQk5PC52CCmT4ZaTIKvv
7674,delta rae,run,0,1G2y3ckwnDX4IOiemPOXEW
7675,usher,lemme see,0,4MevEW6tsWrpmzPKaqK0Uw
7676,the sounds,living in america,0,4lYrsZ7ivskKOFIsW6DGQi
7677,the ting tings,keep your head,0,6APvYFrljsi8LvxSX0XYjN
7678,bonnie tyler,holding out for a hero,0,7L2eFj0KFJDmHTPMUL4ZxR
7679,ariana grande,right there,0,7MjS7SoRzn8VXajFdV3t04
7680,modern english,"i melt with you (7"" mix)",0,24y09nBEJNRP46uA0FRQQ2
7681,kendrick lamar,backseat freestyle,0,3aGibUHhQyBsyumYHylw0K
7682,ike & tina turner,river deep mountain high,0,19jo0UT2vqD4pNVfIqTy4R
7683,young the giant,mind over matter,0,5Az8KU81g2aLBbJN67F2CI
7686,little mix,hair,0,4z0sS7hwnTZTRKZVahth6J
7687,haon,noah,0,1snopndi7k1Y0c4KpWtjJa
7688,19xx,freefall,0,4NBggVfZgoqIQkzCg0OHdI
7689,giriboy,flex (prod. by giriboy),0,3tKtU9UOlNChXisFihGQ2G
7690,dok2,on my way 3,0,0TR2gCoj63qixWe1BFq0sx
7691,wooks,shy (feat. artinb),0,6B7eCjcJkPUV0wn7Jqc7V7
7692,double k,someone,0,28ROH6us2ZPmHUbLP8up5J
7694,giriboy,keyboard (prod. by hansen),0,6wKOfrZZqjuQehiUozPJ3C
7695,the quiett,limelight,0,742BL2dkO3YhtLV3cNxdPP
7696,reddy,knock knock,0,3FuYNUYR3mZv4wN3OZSDAE
7697,ovan,twenty,0,6l4gYZVXCJ9y2xRMOsMvaQ
7698,hangzoo,drive thru,0,3vShWq2DZUhDfocY8WyUj7
7699,giriboy,"used (prod. by giriboy, misu)",0,2ALellH3eGVFeHh2MtRcB9
7700,yenjamin,hola (feat. bumkey),0,2QxJg5NYOmYF4LtCubjWpO
7701,bloo,take me,0,7pQvB9HDKcO8kdVhoLfw9b
7702,leellamarz,sakura,0,0kxL3UCSpHCthHjM48DAuc
7703,dok2,ready to listen,0,69he11bvV3fWsh16BoXqih
7704,plt,igoholic,0,1lIirCvdeX4opMgU7mC6W4
7705,myundo,kimgookjin,0,52MzqVeMyklD4P34ITbmTn
7706,asol,bucket list,0,1u3CAWXhEdViNTGWS4UQDV
7707,anonymous artists,odette,0,5jMOs4D0z6wAWwHDguC9fm
7708,younghertz,ss,0,3ENtKJp7OMQ9G19WX4EGgX
7709,anonymous artists,artist. lutto - 왔다갔다 46분,0,5XVIWqTR78IpP7SjfOpoPI
7710,giriboy,peace (prod. by cosmic boy),0,6srHgSGinLdhwZCJezlcNd
7711,sik-k,xibal,0,0Sd72Ll9o3vpi34bd8cOdP
7712,kiggen,streaming,0,4qU5qDLzbj1bjDQD8ziWZj
7713,rex.d,red monday,0,59wXPfGoIcHq1ZNVK2D5yF
7714,bradystreet,safari,0,2ErI5o7dFrIi92P0gGewzO
7715,babylon,"karma (feat. verbal jint, the quiett, takeone, nucksal & bewhy)",0,6vWQxvLgo4Efpjz7l2OaCY
7716,paloalto,pina colada,0,3XnaYs0IuG2w4it2fS0uRD
7717,vinxen,star,0,3QglCjbhnoT7NPUOqU5zDK
7718,ash b,miss u,0,5tDTLWvAMydZ72vZa0sAl2
7719,moti,blue,0,6eHXpMh7tFl6QBx1xfkX0Q
7720,the quiett,flex forever,0,6jvr4hLUk5sDSuC5hyWZEq
7721,eluphant,tropical fish (feat. hanhae),0,3UrOoQ5nZDxOWqgBeX2JZb
7722,austn,terminal,0,2dy184Xw5JAwEWj41ZJCJy
7723,coogie,bouncin',0,2Crngn070zoNqlVmebiue1
7724,woodie gochild,kitkat (prod. woogie),0,33uDroYGg4ns0kwoPNi12M
7725,lolly,zig tech (feat. kash bang),0,4GKQWNsNY4mPXiz9g4VevR
7726,young kay,talk,0,5CIOytSHYEtmsTSEOKe1nT
7727,doshi,off,0,4YSbutadETJmJdjHesf3Qv
7728,jaedal,tree,0,3CApUYAl4HQpP6iCb4MQE3
7729,leellamarz,shot,0,5d85xOfdfPNcJEJdYznMiq
7730,snacky chan,ill logic,0,3hL5hC0sZP08Oa9rq1AVhN
7731,changmo,holy god,0,6IlibQh9jNJQLaf9s49S92
7732,myundo,emo hip ho;p,0,5cZH1A2PC9LSeIguc88DIX
7733,dex,moon,0,4PgtDA18tOG8b2kdcXkfBe
7734,kozypop,​앞자리,0,1djH0BdVjBuAKoGBNrZLh3
7735,my q,i like you,0,4ooyyCOMOvU73W88bChvug
7736,litol,welsh corgi 웰시코기,0,0C0InXnuD1sHf6qaa8BFWa
7737,gun,red light (prod. newmaze),0,1uMD0cD4u40kptqLkUavW2
7738,sid frio,sang from hong kong (feat. 김태균),0,69uddqCMcDWqOxfoh2enuy
7739,wen,hikicomori,0,57ma8uG5b7nvK1ZjiZXH0f
7740,soma,boogeyman,0,78DtmaA5B8aeFLsf1IaXgS
7741,somdef,one plus one,0,2S3ffti8IkFh9Jsp9AFWdk
7742,masewonder,beg your pardon,0,6Wdo1AeaGw2QIgC3MLvxzo
7743,jooheon (monsta x),red carpet (prod. boycold),0,0lPO44YcxYMkMX5tRjCKHC
7744,o'young,find wally (feat. jay2kim & mar),0,190Fm6iRm5leCFPkuRKhvR
7745,benini,delhi,0,0kOQbMMNEFobDa7L3qYe3N
7746,leellamarz,molla,0,5Z7JZu7jy0g0CndizWXC8e
7747,chillin homie,gang move,0,1szAjXFqtcRkkeRBeozhfs
7748,billy carvin,mise en scène,0,5NJn9mrY2xInOpV0cvfc2a
7749,the quiett,money can't,0,36VqCWzfJmRnoWwIyot0Dk
7750,limbic,holy (feat. dive in purple),0,1hZuFOWfeRGA2xtstlWJ0u
7751,mutang the $eoul kid,ble$$,0,2l1GoC3Wka0JSm90BKvzQ9
7752,omega sapien,rich & clear,0,604QKzcpSCfecmPBUMJ6ID
7753,toycoin,jacuzzi,0,4owiztcYH5mF2IGAkpPD90
7754,junehee bae,youth gone wild (feat. mckdaddy),0,2jo3DnFz1wc8MdruJAfvqt
7755,juro the whitecanvas,why don't u know?,0,5y79tuKWf9Kc106VaQHv0a
7756,dakshood,game theory,0,7C0up4PZHIpakltL59WyIj
7757,symba j,no xan,0,34gRJPbdyPph2fSI6b9OOd
7758,isle qim,shushushu,0,5eR02yra9tiiaHEPvZ6DeS
7759,ravi,adorable,0,4gvQN9zRoFaflC2ng3MtLH
7760,planetblack,day off,0,2CVEMidsFuFyTn905XdOcQ
7761,rapper song,moon piece 달조각,0,0dSgq9qXYbp6rPaaR4pk1w
7762,sleepy,fall in love 잠겨,0,2LpwxAC7mY6iMJRkZdCYNA
7763,plt,days,0,02cOJj9Ly2RVXd5npnRh8n
7764,indego aid,비상연락음,0,6Lx9aktpEMFzo3TbcA4APs
7765,geupsik-dan,geupsik,0,06eiGyjghBhpDvhQgGwRnC
7766,part time cooks,california butterfly,0,7jVprekbKqtc7GpqQH1T18
7768,rhyme-a-,rooftop to the basement,0,35HIUvdpeJt4FThq5g4l2c
7769,jgp$,jet plane,0,5ih5qlsb0DvcjXVKW3t14H
7771,ugly duck,sugar (puff daehee mix),0,1ksszGiJh21Ds3h8UgUwYs
7772,farruko,mi forma de ser (feat. ala jaza) - mambo version,0,3eL5jJwutVux7277wM5qzV
7773,mozart la para,bye bye,0,1CFICGHfnZH6tXVKIYtYJp
7774,el alfa,dema ga ge gi go gu,0,7xgRU6IXWSXaOgMeufGtVa
7776,lirico en la casa,en papel de regalo,0,67onFaW8i95edbn90nRo8d
7777,el super nuevo,superman sin capa,0,7enqOzlUkUH0M1tHYwRTYO
7778,el alfa,sientate en ese deo,0,7no50s2we7Ap7UsvHtn6Px
7779,omega,soy peor - mambo remix,0,2yZubhdV2MUK7JV1PRUDPA
7781,mark b.,pal de velitas,0,6IJyLHfGGkb7oQy3DlLAs5
7782,don miguelo,llevo la vainita,0,1r7AXKQ0MQt3n65UYQ4XVF
7783,bad bunny,estamos bien,0,2OWVCFTolecLiGZPquvWvT
7785,kiko el presidente,esa muchacha,0,6e64YZWafZke4rwrMLg4yP
7786,el prodigio,ta' buena,0,2zHFgOgtiH5X3Up92IltJi
7787,lirico en la casa,marianela,0,1xvnyke6EOVGi8jmFLDsTN
7788,lo blanquito,telacuti,0,2uqPGoloSaqglIsJ6J1NIQ
7790,david kada,tu amor fue diferente,0,2BZWUp8550ZuopEz9bs0QQ
7792,"secreto ""el famoso biberon""",papa dios me dijo,0,6E77ppZLfCPdrfbIK2KLI8
7793,el alfa,siga boyando,0,3pfmXyxD0SzpVVMjK57x1r
7794,shelow shaq,tu maldita madre (tiradera a el lápiz conciente),0,7214sQpmw7nAgTfE4D3vQt
7795,omega,"tu si quieres, tu no quieres",0,6zuYGVwWuowKN6omsNkmIS
7796,crazy design,ella eh!,0,23iuxSWGOfiAhuIK6SjFoS
7797,romeo santos,bella y sensual,0,0ERbK7qVqveCaBWIiYCrl3
7798,"jose ""el calvo""",anoche soñe,0,5IrEvccZXxgtKdHjysfTEe
7799,liro shaq,con la careta de chuky,0,67RuxqmUvUzqJIt5YyjyQk
7800,chiko swagg,el pobre (remix) [feat. luis vargas],0,10eKbJjkaBhN5qRFBR8PVD
7801,el chaval,no soy tu marido,0,61sRQ0aKpQUb6KSEykkoMh
7802,mozart la para,te burlaste,0,4SXXlbEruPanorj55S946c
7803,liro shaq,pin pon,0,31TbxlC1DooqeAK547rnMD
7804,chiquito team band,la llamada de mi ex,0,3DsOQD00s3Z6Km4WvtMkJt
7805,yiyo sarante,un hombre normal,0,4CgtK4uHzb9bZHgEDYgHEl
7806,jehu el rey,tu sin mi,0,0fpzGifEecoYpaSvsZUoPC
7807,mark b.,muah,0,4JOOh7dX5Slq6BM3hzJ7VA
7808,lirico en la casa,el motorcito,0,1c89Peahzqvhcs9UtiT879
7809,electric guest,oh devil,0,1kcfGBb6kSrGqNIMW7rAlB
7810,bebe rexha,bad bitch (feat. ty dolla $ign),0,4ZJPwET9Jrgpkqi4Vo3Yg8
7811,vanic,too soon,0,4lEQGE5sVAnx7sbDANs2Fu
7812,fletcher,wasted youth (michael brun remix),0,0m5HCOpIKSaidlHOzqZB4z
7813,ocean park standoff,good news,0,1dXCXb006YbPSAajh6qhaF
7814,lauv,the other,0,0EAzlhtMYxRb6wbi6KnPjC
7815,blackbear,make daddy proud,0,1V8c3uV6p7uTsfQof5oRXg
7816,captain cuts,love like we used to,0,5EITjsahjBbV3FjLOPzsfz
7817,frnd,substitute,0,5KyXztmJrzUwccF59xw1os
7818,xylø,i still wait for you,0,7kqCbVG93MnBnkRGiKWTPs
7820,they.,dante's creek,0,4AQ3WZrtQkU1TCFrt61cNV
7821,moonzz,navigator,0,1IUWIwZrxpyktrxGqI7FN7
7822,billie eilish,bored,0,04sN26COy28wTXYj3dMoiZ
7823,birthday,weekend walking,0,0EIij2X0iaOX3ZklRKF1vc
7824,bryce fox,coldhearted,0,5u9GhIkVEUe6ATuvzxZC3e
7825,frenship,1000 nights,0,5fIq2ovEhDIyV5Hx1epC4c
7826,frankie,problems problems,0,4h6WC7k2vRI4lrjqDh5g9D
7827,bridgit mendler,can't bring this down,0,3UMOLB07S0EebQU62xj2yf
7828,machineheart,speak in tongues,0,63ycU2JYSjhNhuEMvIS6bm
7829,phoebe ryan,dark side,0,0LkelFnnzJPC8dtZSZ9Og8
7830,opia,secrets (feat. sam fischer),0,1925sglrKyg6wtFyMsF2au
7831,elohim,hallucinating,0,1zaxUa5xNNIz2O2y0Td7zr
7832,chase atlantic,cassie,0,7J1dIWmxJoC0hhGFiFWy0s
7833,alina baraz,electric (feat. khalid),0,2mj7x99sNUsVHPBRK51zlG
7834,sabrina claudio,confidently lost,0,3cQmqM0awej9iAESjhKrI9
7836,king henry,don't stay away (feat. naations),0,2FlUBiGa1DhDZbroUa0Vb3
7837,katelyn tarver,hate to tell you,0,6I4F0PuDc3kcj2Pwwyeyje
7838,wild,hold us together,0,0LkWVOmVZySN7f4miVBKGy
7839,matt maeson,tribulation,0,15lxyyfUIcs7Ztuilbl01M
7840,saint mesa,imagination,0,1BevDaXPEDYfNFTcdu5rfp
7841,ricky reed,joan of arc,0,0WV4nwEWOsQy0vkyK9uGxq
7842,jarami,know no better,0,03r78ioj3w0rX7Db7sLUVq
7843,the score,legend,0,3SWqGa1J0M7hSBUDM0KePD
7844,timeflies,gravity,0,4eCe46kZbdcdHeWhjZww8I
7846,iambaddluck,oath,0,4lJVxj98OFHoosOqZi78Ts
7847,ethan gruska,me who wasn't trying,0,787DeFtoBTd0HdPCIIwbUH
7848,blackbear,do re mi,0,3Q3myFA7q4Op95DOpHplaY
7849,jaymes young,don't you know,0,4f38RwYxPBNhdvng6rAqEA
7850,warm brew,let's get paid,0,46kaHOOLSByfPXiu7Wiail
7851,miya folick,trouble adjusting,0,3a6YKBKL9sOdck6kDOxlGo
7852,trace,oh my my,0,01PczmMkigsEjsRSPTsepy
7853,ella vos,you don't know about me,0,5UzrHG9CEDqnTdo5pVh6Es
7854,marclo,coogi sweater nostalgia,0,4wYAEyr4D9HhulMmrjMk4O
7855,allie x,paper love,0,2QffgsYVZkvMQsZmQdgf2L
7856,saint mesa,beads,0,7GOgNJbPfxRIPhu7CGDucz
7857,emily warren,hurt by you,0,2p0lczXtvV9R5J9aFwjevJ
7858,haim,want you back,0,2wXhdaTnmkkFSOidKfnOxA
7860,cailin russo,hierarchy,0,2HsHyQP2DgYyBrOYG94Hzg
7861,jesse jo stark,april flowers,0,6FueN9jVmrkmxApDrdfDFY
7862,rostam,gwan,0,3VGA6JpyTEqrE0aKsouToJ
7863,machineheart,shelter,0,6mmAeC57zRD5zzVTpB1ACF
7865,lenin ramírez,gente del general,0,0di4Hh3AqJqbY9lFDgcB5Q
7866,el fantasma,vengo a aclarar (en vivo),0,3APlmd8L4fTpLioW9i8WhZ
7867,ariel camacho y los plebes del rancho,la vida ruina,0,1nXyvU2q1JmteOpJTs5Wyf
7868,el de la guitarra,a lo lejos me veran,0,3VHtIuKm8MvOTo81Usu2f5
7869,lenin ramírez,recordando a manuel - en vivo,0,0YJdHlH5VRerjqCizjzSIA
7870,adriel favela,cuando los necesité,0,2G6EyPt8jaJptkQAFNl3T2
7871,alfredo olivas,el paciente,0,2Nk3gXgekore0lfB7PCnub
7872,grupo codiciado,gente de accionar,0,3ZpajXo0KgjHw5WSMMIDfy
7873,el fantasma,mi 45,0,4Q2xPu7B9e3PDnIUMXHw29
7874,adriel favela,tomen nota,0,2h3Wy9FcPrp3q8QRvRP6zj
7875,adriel favela,chequen el porte,0,6goIL4sO64AHAO5SaNkLAh
7876,calibre 50,corrido de juanito,0,0ehx1p1HMn7NMKisZaO9oL
7877,los plebes del rancho de ariel camacho,del negociante,0,0OzfCNTKtjTuHqTu4W835G
7878,ariel camacho y los plebes del rancho,el del tatuaje,0,3yUXO6dRyY2hzmnqCRBgSY
7879,el fantasma,ranchitos escondidos,0,2ysq6zxwwJT1vtjlQRKWJV
7881,calibre 50,javier el de los llanos,0,7kyK2NSDfRE1612vdYuqIx
7882,el fantasma,las verdades (en vivo),0,7qdsBTWEGQLeY927NgmqsA
7883,calibre 50,las ultras,0,2msDy1JG13BnX9knEkgDJw
7884,gerardo ortiz,quién se anima,0,1Kxap8UbrmlXcgKBuCysNg
7885,calibre 50,mitad y mitad,0,1j8gLQNfFOI0vs8qcVTWwa
7886,el fantasma,el mas poderoso,0,4l7tyxhJM6KMHLO2xjwOWF
7887,los cadetes de linares,los dos amigos,0,6V6lgegjsKlcbBcJWmIz2S
7888,ariel camacho y los plebes del rancho,el karma,0,0nNTCEOzFlBTlDCx5IfLWP
7889,ariel camacho y los plebes del rancho,la fuga del dorian,0,0lBeJRlWlVeck7NdQZtRhS
7890,los tucanes de tijuana,mis tres viejas,0,1yxJIFPhP2EqnQ6oWJKbmP
7891,chalino sanchez,nieves de enero,0,5BNSV9jHfAonGIafTU4Wrs
7892,el fantasma,en el camino,0,76QRh2Ikhr0i6dNjRvS3GS
7893,regulo caro,morir con estilo,0,67IVb0JYuW6Wcd66CysHzB
7894,lenin ramírez,cómo los vaqueros,0,6WBkPYXQW6xKTln9DLzrEZ
7895,javier rosas y su artillería pesada,"en la sierra y en la ciudad ""la china""",0,2wzBBN4okgN6lZ6OSkBB1L
7896,chalino sanchez,los chismes,0,1C5VxziyF9nTvIGsO0xtnB
7897,kanales,casitas de cojoyo,0,0Ot2JzbfjKiDHPt5BRoVfp
7899,los invasores de nuevo león,mi casa nueva,0,1TmLaiVxH5XFRcI08KUgrg
7900,los originales de san juan,la troca del moño negro,0,0JeumsWAVXuwYQ2J92A39V
7901,ariel camacho y los plebes del rancho,el señor de los cielos,0,7GuMMcKE6CzkMx53uvE2bN
7902,brayan salcedo,la troka silverado,0,57Nag997Fh7AWt0TRXiydk
7903,gerardo ortiz,dámaso,0,7yAwyQ2np0KRjeXsGwirez
7904,ramon ayala y sus bravos del norte,mi piquito de oro,0,3GhDnfO7J3zLTswYYrQFnP
7905,regulo caro,el escudo del chavo (feat. grupo 360),0,67EbM56Rb147GoRQYPO0qB
