,Artist,Title,Top100,URI
7146,$uicideboy$,meet mr. niceguy,0,6VFKlX5qzxwmIiezqeqNYG
7147,xander850,light up (feat. rich the kid),0,61yT7glqrqHJ3lwnznZbfI
7148,lil durk,spin the block (feat. future),0,6lCa8pjIU9n3nVI0r62EdM
7149,machine gun kelly,rap devil,0,63TyoT9Ee03rQxv8xmdJ2l
7150,duckwrth,fall back,0,2Me2ESWTP4NxojMfFu3WVS
7151,the sugarhill gang,rapper's delight,0,0FWhGmPVxLI6jOVF0wjALa
7152,run–d.m.c.,it's tricky,0,6jBCehpNMkwFVF3dz4nLIW
7153,grandmaster flash & the furious five,the message,0,5DuTNKFEjJIySAyJH1yNDU
7154,n.w.a.,express yourself - remix,0,6NLLIPKjqFRnbCorRNTEHe
7155,young mc,bust a move,0,3IeCYkdKI55mNMl2o4vX0k
7156,eazy-e,boyz-n-the-hood,0,5RGXoZt1qxmAErdhbyKJKq
7157,slick rick,children's story,0,15HgR9Ht4obJOcMG4wregp
7158,eric b. & rakim,paid in full,0,20s3FayrStM8GY0m4dRFsw
7159,n.w.a.,straight outta compton,0,6KIKRz9eSTXdNsGUnomdtW
7161,dj jazzy jeff & the fresh prince,girls ain't nothing but trouble - 1988 extended remix,0,1b7tJQyJvzAcbDI8I3A2Bf
7162,kurtis blow,the breaks,0,19tYXOfQFZ7gdGA3LAH76I
7163,herbie hancock,rockit,0,2nWHzbBWBOePUvAImQv2So
7164,newcleus,jam on it,0,1lB2kyB5h9ceZ388GBfC9L
7165,eric b. & rakim,paid in full - seven minutes of madness - the coldcut remix,0,5XQPpKiBjXUI4bIenLBxci
7166,2 live crew,me so horny,0,3EgvmOhP3NQUHY7d6PDOUg
7167,beastie boys,brass monkey,0,2tY1gxCKslfXLFpFofYmJQ
7168,run–d.m.c.,peter piper,0,5gsY63Dq5ht0LEvydhj9lA
7170,ll cool j,rock the bells,0,4F4neui0edP1ozygvFiCi7
7172,public enemy,rebel without a pause,0,1zONdCQrEJ4t3mlzKQADEN
7173,epmd,you gots to chill,0,0f1yzIIGD8k32DNVeEn6jb
7174,eric b. & rakim,eric b. is president,0,3a8r3EYOFZB7cT1OkK4zXF
7175,ice-t,6 'n the mornin',0,2cBOh97kgDenDOdtKhwU9O
7176,boogie down productions,the bridge is over,0,5jkjpSsMOfsxgdGScPZVq2
7177,grandmaster flash,white lines (don't do it),0,2tbQrN2HUhetIfC47ZMOwv
7178,epmd,so wat cha sayin',0,01CuCSqlNItevX7F1GcopF
7179,malcolm mclaren,buffalo gals,0,4gCo2r1gCEw70OAq9cF1uW
7180,boogie down productions,my philosophy,0,2P8KBF5BtraQiGpxDXrCnF
7181,big daddy kane,smooth operator,0,1Z4mVNtYGnpjHUoZVo3IMU
7182,epmd,strictly business,0,0f1yzIIGD8k32DNVeEn6jb
7185,audio two,top billin',0,59vYYvb9JS5IQAp8xpf0CY
7186,special ed,i got it made,0,68DGiGtJrVcGBeOf5UNpVz
7187,gang starr,manifest,0,46wcI2boTK1hCco4ZAuDXz
7188,public enemy,bring the noise,0,6jg8Y7gArYgZeXUBPMre0V
7189,big daddy kane,ain't no half-steppin',0,0dNiLb9FEHrRK7VFDJctiR
7190,stetsasonic,talkin' all that jazz,0,0dyNjjb5cFcW44LhhlZgJf
7191,man parrish,hip hop be bop (original version),0,21NALHsloDI31T781jDMFw
7192,tuff crew,my part of town,0,0shIrYpCMWM0721jBuT7iV
7193,mantronix,fresh is the word,0,3xXqAG8sqWUIutBUvizuXJ
7194,big daddy kane,raw - edit,0,45ungOcaG9EQ70oHtYPIJz
7195,ultramagnetic mc's,"ego trippin' (12"" version)",0,0lWU1mnYyiuViSo8GtnHox
7196,jvc force,strong island,0,4gL6J18mb93kNay5kuAUFR
7199,t la rock,its yours,0,6SuIF8oh96UPJIIJjKvtIe
7200,beastie boys,shake your rump,0,2qq0RYYIuQxXcOxQKN0drC
7201,boogie down productions,9mm goes bang,0,5yVr4kj611qKFuvI12SItT
7202,rammellzee,beat bop,0,7vvuBvw121GTG6JH9IMDaS
7203,hashim,al-naafyish - time,0,6nDk4QT1fDe0S86PxijTUE
7204,levi 167,something fresh to swing to (vocal version),0,7tVLE49mEsofrlYh4AwPvH
7205,shannon,let the music play,0,4d8Bqtm7ODdQLFXxPSuK64
7206,kool moe dee,wild wild west,0,0fmjCC6ItD4vixqwLTNGfg
7209,the notorious b.i.g.,juicy,0,5ByAIlEEnxYdvpnezg7HTX
7212,2pac,all eyez on me,0,2xTft6GEZeTyWNpdX94rkf
7213,ice cube,check yo self - remix,0,3NGT0Td7H4Is1qrlDQJxma
7214,fugees,ready or not,0,3vZO25GdYuqFrR1kzZADnp
7215,2pac,hit 'em up - single version,0,0Z2J91b2iTGLVTZC4fKgxf
7218,diddy,i'll be missing you (feat. faith evans & 112),0,3QHONiXGMGU3z68mQInncF
7219,eazy-e,real muthaphuckkin g's,0,53BZ6XygAoubR5DU5w38Vq
7220,dj jazzy jeff & the fresh prince,summertime,0,20XdEFyaUR9C7aDIdq2OAd
7221,nas,if i ruled the world (imagine that),0,5PQmSHzWnlgG4EBuIqjac2
7222,eminem,my name is,0,75IN3CtuZwTHTnZvYM4qnJ
7223,method man,da rockwilder,0,4anqYZt4APNlFwQixpbdZR
7224,mobb deep,survival of the fittest,0,7N1Vjtzr1lmmCW9iasQ8YO
7225,ice cube,you know how we do it - remastered,0,2Ih217RCGAmyQR68Nn7Cqo
7226,limp bizkit,n 2 gether now,0,5SEBSAio1N77Vbrj1cAEGb
7227,mos def,ms. fat booty,0,0IVAlb0cFCH1cQ974iR1TU
7228,outkast,rosa parks,0,0shK5iZQppbHPQYiy60xs9
7229,junior m.a.f.i.a.,get money,0,53oWwSxPuyH2cjYKXH8fgO
7230,bone thugs-n-harmony,tha crossroads,0,5KSJ9k1FYjFLnIRlJT2wF8
7231,m.o.p.,ante up (robbin hoodz theory),0,550JPXXPgjr1xqxtKIaX6b
7232,westside connection,gangsta nation,0,65iyI1iybyv5ecsfBHSdUf
7233,nas,hate me now,0,158DIbrVt4YbqNnWyRCS3P
7234,fugees,fu-gee-la,0,1rJM37Dd4OcSJvzI84yCcP
7235,eminem,guilty conscience,0,6da04YB906XonC6IQNC44u
7236,gang starr,full clip,0,30oTS7bm0aH3p7lqjEIu8q
7237,mase,what you want (feat. total),0,6hxn98poTu1O4YZfafvC18
7238,krs-one,sound of da police,0,3Y6XWs8xMlCngyIxNOFnsp
7239,naughty by nature,feel me flow,0,6Kp8tQd95YPSrSUTkll2Of
7241,beastie boys,intergalactic - remastered,0,5fpizYGbi5IQoEraj6FP0R
7242,ll cool j,doin' it,0,4WMBl2wiGUSGa5C7tfQEAo
7243,mobb deep,hell on earth (front lines),0,1RjU7UhRICmdFPKxCucLgq
7244,eminem,just don't give a fuck,0,2MEvYNn2tRvFDAucAtAKVq
7245,wu-tang clan,wu-tang clan aint nuthing ta f' wit,0,24vNw0Z0srb4zYXwrakw8E
7246,the pharcyde,passing me by,0,71vnTUFoXjqP9W8sCVcMQG
7247,public enemy,he got game,0,48zajk3g8P3BMT7F9BbDoD
7248,dead prez,hip hop,0,2HoDr1yVksl19omOhc1zWy
7250,mobb deep,quiet storm,0,6nwAubYnLGl7F7cDuOoVLp
7251,epmd,da joint,0,4opGTspdCCVK9IG1b4k8yp
7252,junior m.a.f.i.a.,player's anthem,0,2qPx2QWd7vp8XxgeD9Wn5W
7253,q-tip,vivrant thing - club mix,0,1uQbeHF6znPkD99pDGLvRN
7254,lords of the underground,chief rocka,0,34MRi5GRWHFUa731JBxFEl
7255,cypress hill,how i could just kill a man,0,6l4wMAXzI8RxIysQMYZY0w
7256,the roots,you got me,0,4pdLZsxq0y5oJDb6Cxlokw
7257,n.w.a.,alwayz into somethin',0,6phmKeRhJUsiSBJgMkgjg8
7259,a tribe called quest,electric relaxation,0,0eEXcw3JLVXcRxYrVYMy68
7260,das efx,real hip-hop,0,7Kutf53V4k0CvU4nKu5oK6
7261,group home,livin' proof,0,56whVbEPZ2bRA5VboQPned
7262,onyx,slam,0,0W2mz7mvaBaEsC4rmoRNPn
7263,compton's most wanted,streiht up menace,0,2sXMYMpvGVJJBIwrzNf0Lr
7264,pete rock & c.l. smooth,they reminisce over you,0,2Mb3zpobD0CvJGWv6NpsPy
7266,hieroglyphics,you never knew,0,3Dh10QBwBWVQAMJNNhLRq4
7267,eric b. & rakim,don't sweat the technique,0,48ZUwXrEOhaXLCxvmRYhZv
7268,fugees,nappy heads - remix,0,0hKr166QnNZ0a37G4UO0VY
7269,smif-n-wessun,wreckonize - remix vocal,0,22Yq5tkMN8JE7h1Bq3pWHS
7270,dred scott,duck ya head,0,2qx0FYGob348g1BdwEyMJA
7271,pete rock,grown man sport,0,6dRj771QZr0KOQVwaB6ykM
7272,ll cool j,hey lover,0,5wG7d4cNogw0ETKaICPEYA
7273,barbara mason,another man,0,0TLc72T6smUYgFQu1aDnSg
7274,change,a lovers's holiday - jim burgess mix,0,7AzZ2sNganpJKdsumfvu81
7275,zapp,more bounce to the ounce,0,1LiwqqaafXkNQuWGW3HeId
7276,mary jane girls,candy man,0,2STCPBRYYnsGlzmhNktVou
7277,carl carlton,"she's a bad mama jama (she's built, she's stacked)",0,7KEguG3CDoestm50v6XET5
7278,patrice rushen,forget me nots,0,7vuSGejUXpD365Nl9tyehq
7280,the whispers,it's a love thing,0,4eSUxGhHDS561gfPuctPcF
7281,goldie alexander,show you my love,0,73vSSwwWwr3AEbu1OHdqY4
7282,positive force,we got the funk,0,3kXCfGyBJAFeZcGzL0YmrR
7283,change,change of heart - full length album mix,0,5jQfT686GVjA78kLpCuNNR
7284,oliver cheatham,get down saturday night,0,0IZVSGXU9oBi6mbsWyLas6
7285,joyce sims,come into my life (radio mix) - radio mix,0,0cpTfK32V7XdCoOkPJI2kO
7286,alexander o'neal,saturday love,0,1lJQU0OjUbQGlAHt53zujq
7287,linda lewis,class/style (i've got it) - marc hartman 88 extended mix,0,7hPVMXu6lk2fXeabRhoaiv
7288,vaughan mason and crew,"bounce, rock, skate, roll",0,4x9Wm15FC2xCuSPgVl7X7i
7289,chemise,she can't love you,0,4FhiBg1RpRNEmO1Nfl1G6u
7290,dazz band,let it all blow - special disco remix,0,6swDbMpUoQ9DyHIe8QZg6E
7291,first love,don't say goodnight,0,6WercWrIjPcxCSsIIv4VBy
7292,chocolate milk,"who's getting it now - 12""",0,56xirx7CGUs34pzglk9GLS
7293,sharon redd,can you handle it,0,7vtNyTXWBVGQQZ07BJMbXk
7294,gwen mccrae,funky sensation - remastered,0,2o2VMHMDIN1kzCgRz290Ge
7295,unlimited touch,i hear music in the streets,0,5HgE5eXfu0An2moseSM635
7296,a taste of honey,boogie oogie oogie - single version 2 / remastered 99,0,6uNIK3X6ltFPjTSsURJoF4
7297,frankie smith,double dutch bus,0,1EVJeWeItAPcATFolrw3VR
7298,the gap band,"oops, up side your head",0,7l0nTXAz0gzUkKBU2EXP4G
7299,atlantic starr,silver shadow,0,3FEzY2dIAYJjBvTRaUB3si
7300,aurra,such a feeling,0,6avNBU8cdaICX5wDd2cINn
7301,linda taylor,you and me just started,0,5YKj3GJkiWJ53B3757HuaB
7302,jeff lorber,facts of love,0,2oxcmG1trE8AKHE9b14Lvx
7303,pebbles,mercedes boy,0,1ci5FGk5faD2gWyYl995yw
7304,juicy,sugar free,0,17UD34k3AfHgYOJiLSMKIV
7305,melba moore,love's comin' at ya - remastered,0,2JXK3ELYkEcGTE4dsO4kYq
7306,shalamar,a night to remember,0,2xsXNMfcKLQxL5sQq4v7gH
7308,angela bofill,too tough,0,4XxccUv1t8O32QAzek06No
7309,toney lee,reach up,0,50vk85Bpfnz3DIX0ag7g6w
7310,stacy lattisaw,jump into my life,0,6CcJwRrGwpxcLlrk65XIOl
7311,"evelyn ""champagne"" king",i'm in love,0,1ngH7sRyID6dr51y6K8AmF
7312,the s.o.s band,the finest,0,63DTXKZi7YdJ4tzGti1Dtr
7313,booker newberry iii,love town,0,5bt0oGjC8IgCYN69QHhSVQ
7314,advance,take me to the top,0,5kncTtbruKRuP0ouhM8Lva
7315,teena marie,square biz,0,5lAH3vLN4Gc3jDM25cMIgH
7316,"ray parker, jr.",still in the groove,0,4AaB8loejHKcwAQN0MT72B
7317,kashif,stone love,0,2wPJBZ7o4a1TurmrgmNEUK
7320,gucci mane,confused (feat. future),0,2tT0H3A0hNTPbJFRoiZc6x
7321,gucci mane,miss my woe (feat. rico love),0,5gLJFqhjXwsxJdrugDIQDq
7322,bebe rexha,that's it (feat. gucci mane & 2 chainz),0,3w9mof4ZxG3z9huYwHFZ1i
7323,gucci mane,tone it down (feat. chris brown),0,3l4ha5okkyLgMAFIKRSNVG
7324,oj da juiceman,make tha trap say aye (feat. gucci mane),0,5fst2COuMGJQ7PzSRYGVj5
7325,gucci mane,last time (feat. travis scott),0,04QJWGv98RZSE4lBOttx5A
7326,gucci mane,make love,0,2jIT1TfSIjVik7Qu1B6P5h
7327,mike will made-it,"perfect pint (feat. kendrick lamar, gucci mane & rae sremmurd)",0,3A2OHirUAlQp2x73BJlEDA
7328,gucci mane,stunting ain't nuthin (feat. slim jxmmi & young dolph),0,17DjWsC0G9YQtAiepG3c5v
7329,gucci mane,fuck the world,0,3RsCs0SdSK91vp0Ng8IUai
7330,gucci mane,enormous (feat. ty dolla $ign),0,17HlhTU351nr8MncIGppDk
7331,gucci mane,curve (feat. the weeknd),0,2yuyaYAELoMG4ApV5wJsWR
7332,bruno mars,that's what i like (feat. gucci mane) - remix,0,1BEMASUZQDqN5UGxMb1m6A
7334,gucci mane,money make ya handsome,0,3hrOvNITonGR2U41YUfaPW
7335,gucci mane,1017 (feat. young thug),0,7x3eTGGi34Ejm4xtVtRU55
7336,gucci mane,jumped out the whip (feat. a$ap rocky),0,7te8KmPRNtKd1iScZEQMjR
7337,gucci mane,she be puttin on (feat. slim dunkin),0,5ZnPLhlOYn7Gy2GJkV7JhV
7338,gucci mane,back on,0,39liuGHPxn2sAyvO6DINor
7339,gucci mane,lil story (feat. schoolboy q),0,4qlQBM4lRFkan2OgfGN8jc
7340,dj scream,"hood rich anthem - feat. 2 chainz, future, waka flocka flame, yo gotti & gucci mane",0,1TEOLUSBofsUUIdX7aGFEJ
7341,gucci mane,work in progress (intro),0,3OEttNsQ5wxgDMAtvhErnp
7342,migos,slippery (feat. gucci mane),0,6p8NuHm8uCGnn2Dtbtf7zE
7343,chance the rapper,angels (feat. saba),0,0jx8zY5JQsS4YEQcfkoc5C
7344,westside connection,"the gangsta, the killa and the dope dealer",0,3p1oRfbN2RrDdSyG8S7itI
7345,sza,childs play (feat. chance the rapper),0,7GPstnufSTScEaw9dMxO9H
7347,machine gun kelly,till i die,0,7rq7HvZrCie7MmiGm8pUVC
7348,angel haze,black dahlia,0,48Mf1HuY6mW01Dc9X5aqCV
7349,pusha t,changing of the guards,0,103hWeG0MVvCo25lKFiQbj
7350,jay z,renegade,0,0eK5y1c7WDyWwx6k9SFjbT
7351,dr. dre,xxplosive,0,0Ed7MeXx64f6OcIuoTRCg1
7353,a$ap rocky,purple swag,0,51cqtusY2TwC6mbN8Vz8iA
7354,jay z,lucifer,0,05VHidqx1tV6V7MsCdAIby
7355,chris webby,bar for bar,0,0PyIQ2Kv4s3ru7tXuA7OJ2
7356,eminem,rhyme or reason,0,45JxylFwaThjLsRBuzcfoL
7357,wale,"bag of money (feat. rick ross, meek mill & t-pain)",0,1BvTqJLeB9ZeGU01gFzJbh
7359,john legend,sin city,0,1sVOxOEyBhqk16v3F3ffcg
7361,bliss n eso,i am somebody (feat. nas),0,60nlWChKn2x0iJh9Hb801F
7362,ab-soul,illuminate (feat. kendrick lamar),0,3tK9aXMLi2QSMvxAS7rpv5
7363,meek mill,burn - feat. big sean,0,1tv6IvWoOilhj0XbBoVVMo
7364,dilated peoples,worst comes to worst - edited,0,7aSnPAggMMgElb6BgXeSEw
7365,jr writer,why try,0,3sOrVLi94iijqvqbvywx58
7366,kanye west,blood on the leaves,0,42GcjriRK6srwHkfbkBqVl
7367,schoolboy q,sacrilegious,0,4L3hja5ROnBDN5So4bUEo3
7368,joey bada$$,enter the void (feat. ab-soul),0,6K7wB7VNOJMWFrRrfAhAxo
7369,kendrick lamar,tammy's song (her evils),0,22gXA7HlEd0z13zdc3hju7
7370,raekwon,wu-gambinos,0,5byHoShbSK7mxLGDQZli9J
7371,wiley,evolve or be extinct,0,0Nwq52Aiow9vNx8eBFyoKV
7372,t.i.,g season (feat. meek mill),0,2cb9RKENfD7QliJ6LUMQPM
7374,the game,blood diamonds,0,3Q3VowOu8fi6d3ddmR1Rn1
7375,hopsin,ill mind of hopsin 5,0,7dDLHlyZJBqEWSndlPWyCT
7376,a$ap rocky,f**kin' problems,0,4X5f3vT8MRuXF68pfjNte5
7377,big sean,guap,0,1wcWdMlLjzp7Rx25JJN7c4
7378,jay z,the watcher 2,0,23qpfRkkOK4IrbVxIHQQIC
7379,busta rhymes,break ya neck,0,0svl7cK07gK1ia5ainczU5
7380,bad meets evil,take from me,0,7n4PRAJjYzGFr1DR3KHYMU
7381,wale,ambition (feat. meek mill & rick ross),0,5tZmLjU4vhPlJb12IweZuB
7382,wu-block,bust shots,0,52xtye9ekmwY1V7qu9kIUz
7383,juelz santana,lil' boy fresh,0,5YNvWqa6zg1i2OLIugo9GA
7384,kid cudi,just what i am,0,4LoMziEaxdkrSMXtavIJqL
7385,eminem,lose yourself - soundtrack version,0,1a3xfVZyJnlKn4t65ccBbp
7386,kendrick lamar,the recipe - bonus track,0,1eRBW1HcyM1zPlxO26cScZ
7387,cam’ron,killa cam,0,1y4wfSe5L3afercd7sYE1K
7388,the notorious b.i.g.,notorious thugs,0,19FsxX4RthRMZGfXkImdCb
7389,talib kweli,ms. hill,0,26xtHEq40YTfjAij523Ml6
7390,ll cool j,hollis to hollywood,0,1EBiXQxSk00Qpk6KDL7nu1
7391,b.o.b,so hard to breathe,0,4OrFAv42BnEqsJCh8wxlrR
7392,kanye west,the one,0,4KW1lqgSr8TKrvBII0Brf8
7393,juelz santana,daddy,0,5EKFKiQaFQZ8mgOWSmXxxE
7394,kendrick lamar,"bitch, don’t kill my vibe",0,712uvW1Vezq8WpQi38v2L9
7395,rakim,waiting for the world to end,0,3YAIOD20Mk64gNRYqf56k3
7397,beastie boys,so what'cha want,0,25pl7kV4OxafIc9wPAggYf
7398,outkast,"git up, git out",0,6XadDzmDVhtEQ1Itt5t8h8
7399,ol' dirty bastard,hippa to da hoppa,0,3cFT8G5sU4ind7VmAPsV5d
7400,big l,mvp,0,5LN1B9uVAVleCZ2euGarvi
7401,krs-one,mortal thought,0,7sBxvRUzQmF7uB2ZFfjzF3
7404,chelsea lankes,secret,0,2QGQRq5m7l5qZ1YTB5nK8e
7405,the colourist,little games - st. lucia remix,0,6H4IrhaJFaoXrSuQQKfzpD
7406,the 1975,menswear,0,1v07ywlVYd02pOCnXRBDNA
7407,charli xcx,doing it (feat. rita ora),0,0TkwJ7TLLnnckRL3PkdPsU
7408,the griswolds,down and out,0,2ShSk4hNWmxsOCGrtCPfHn
7409,lights,up we go,0,2u6CBCGo8outw3ThHk4c4l
7410,madeon,pay no mind,0,3rsq3qtqNBId48c0IVraTS
7411,chvrches,recover,0,4qjBW0bGqddImVp7R2np0g
7412,purity ring,push pull,0,6pTfJ82DLrBoTTaKJrFr7R
7413,ghost beach,close enough - feat. noosa,0,0ZxE06DtvfLWdpvytAThar
7414,panama wedding,uma,0,4ejiSRO7qR13DdpbvBptGu
7415,mumford & sons,hot gates,0,2vH4MKK6DBky9glWsPMMPN
7416,charli xcx,you - ha ha ha,0,6Eiu7cflRNm6pCSSo1XeE1
7417,paperwhite,galaxy,0,38mUzp2glbbLwzQVXaakHP
7418,penguin prison,calling out,0,5pg11ve2vW8cDU0Vy9kmqh
7419,the kills,future starts slow,0,04RcDL1mbjcVLMLqBOjkeX
7420,generationals,"when they fight, they fight",0,0zqmyB1prgGGiOS10sjH8A
7421,the orwells,who needs you,0,2x4F1O1fGO6yj860N2Or0N
7422,queens of the stone age,i sat by the ocean,0,7oXRMDUzBPekkLRTJhSGvC
7423,haim,the wire,0,6golelYKuy85o3u0cxIxFK
7424,peace,lost on me,0,45CD4jgJgzHzlXVN9QasqM
7425,spoon,do you,0,08a6PhXyXeN3lv1DCKW9qY
7426,the shins,phantom limb,0,2aQx1i3XjtB3TSN4J770Iv
7427,bastille,of the night,0,7BNDyzwDboNRR2wmd7GSew
7428,tune-yards,water fountain,0,0SRgVYcDYttX5Huc5FGB2M
7429,future islands,back in the tall grass,0,6mfUwnHd7OTYPEWmOsvJsn
7430,lykke li,i follow rivers,0,4Jv7lweGIUOFQ7Oq2AtAh9
7431,alunageorge,supernatural,0,1X6Lbqy6QWKu4HLDqEwI89
7432,modest mouse,lampshades on fire,0,5jJ69cMDMC0aeWPjZo6VP2
7433,courtney barnett,history eraser,0,1KM7h4kz6oTrjSZX9AUXbL
7434,chvrches,get away,0,1MkTpTjO3jybc3MdiCvHJa
7435,broncho,class historian,0,73i6MgP5CKhhnZ69Go6u2X
7436,the preatures,it gets better,0,1KK6wwUwqviV2UrEjJXK7v
7437,jukebox the ghost,postcard,0,3WZFEgZDpbcPkhrRXFvL8K
7438,of montreal,gronlandic edit,0,3X8gOyVXP93Tslnz9Bxw24
7439,twin shadow,old love / new love,0,6e1rpOJQIXivYKXOBLoAn2
7440,walk the moon,work this body,0,1rCbI1vNkkzye6WLhP5HPo
7441,tv on the radio,happy idiot,0,63mnZ0zF5fBwJzYg2pDo9e
7442,wolf gang,lay your love down - single version,0,3yfkMsgfx3AigAmwIKSsLD
7443,king tuff,eyes of the muse,0,4Mxc8eQb6xw7k2QXMo1x2S
7444,spoon,rent i pay,0,0KoqGhlIE6z7Wyil2MN0xh
7445,daniel wilson,killed ya,0,5LZFdiI1WYk1pdzwR6ufUZ
7447,atlas genius,trojans,0,0wDEiGfq4pw7FAkYKpkwMo
7448,clubfeet,heartbreak,0,5y3FArVBeNpUOvzWOSDNN1
7449,spoon,don't you evah,0,7BL20x1o7Xp13doge3OeRP
7450,jungle,the heat,0,3FJgTJCXXV2CjURjdNq1DP
7451,craft spells,party talk,0,6N2kBsYvZaS7tO5awPcnSV
7452,neon indian,polish girl,0,5g3TDpgy1J1woAUVuj21EE
7453,the virgins,teen lovers,0,3raa3sIRboBZqJXsBwuuNG
7454,chromeo,jealous (i ain't with it),0,3R5FA1Ay1NxgtwbElR78by
7455,young the giant,my body,0,1KDYN3odJHnj9pqGHN3FVs
7456,local natives,breakers,0,1aw62ycwIDlCwqztqHZAA3
7457,hospitality,last words,0,6iRuPEB8pTRCsb6fyoUivj
7458,ra ra riot,dance with me,0,5gbklxUvGMER1qaDcz5Gkz
7459,broods,never gonna change,0,0ZyNhzQtb8sDCOaHt46I0o
7460,the white stripes,the hardest button to button,0,5vVwPth7ccUHil5wsUG7ky
7461,young the giant,cough syrup,0,1UqhkbzB1kuFwt2iy4h29Q
7462,future islands,a dream of you and me,0,75dPA4e9zmNGZCMnTxHj6P
7463,atlas genius,back seat,0,0zU2NTeAeyzTX53RwiTWN5
7464,interpol,everything is wrong,0,5ciVbeefBaNOmaDXsN0amO
7465,band of skulls,death by diamonds and pearls,0,2IDsSsQmt35ptVP8MP1QwV
7466,the strokes,the end has no end,0,0dy6iXYIF0piirySAzCBwF
7467,django django,hail bop,0,1DdwD53bHE7mQOkl2vrLXH
7468,wild belle,keep you,0,1eREJIBdqeCcqNCB1pbz7w
7469,bear hands,bone digger,0,2eAq246H7U1amfPmxQwB0W
7470,kishi bashi,the ballad of mr. steak,0,6bYKzwWktxrLq5yhGbusZZ
7471,death from above 1979,trainwreck 1979,0,06vOVdH94mIEjIgIhHdhdO
7472,julian casablancas,11th dimension,0,6i99ThziImjuFABb8rUQvy
7473,vampire weekend,giving up the gun,0,44WZJJnhlIMwARyEjigVRz
7474,surfer blood,floating vibes,0,5ElF4NdnaSCHlJLCqHyy0u
7475,damon albarn,lonely press play,0,5lEIBqvpZEGhjMg8rdVKeg
7476,interpol,evil,0,6B182GP3TvEfmgUoIMVUSJ
7477,jake bugg,messed up kids,0,11SicbedXDEmkrVlIK9DnT
7478,real estate,had to hear,0,4IAE7M8Qw88f59W0uqNujJ
7479,wild nothing,chinatown,0,0UQc1EkgxdIB3nGVTuAXKI
7480,cults,bumper,0,3mW598BBYNoPKew09tRUYz
7482,vampire weekend,everlasting arms,0,5WbmgRh4WP3dfmcrPUDY4O
7483,hot chip,i feel better,0,4qGK21F2n8zYRNsllinNaS
7484,arcade fire,we used to wait,0,37EmPMVwdBaKs7UhJOkHUU
7485,the vaccines,post break-up sex,0,77GZxme1GMNbbooEH8nHNX
7486,modest mouse,dashboard,0,0Fe3WxeO6lZZxj7ytvbDUh
7487,foster the people,helena beat,0,4VbDJMkAX3dWNBdn3KH6Wx
7488,two door cinema club,come back home,0,0b43NRSKWYa0P6R3dXaSlh
7489,the walkmen,little house of savages,0,4EkAhdHD2kcnejBLS4oOLb
7490,the black keys,gotta get away,0,0zo4T5c5VV42554ySEc5J6
7491,gregory alan isakov,san luis,0,7gDNQLV9cr8449LFrQbk5J
7492,ben howard,old pine,0,3CAX47TnPqTujLIQTw8nwI
7493,joy williams,the trouble with wanting,0,5ZUObJNpVt2l9GogUSfALc
7494,the paper kites,bloom - bonus track,0,41yIvlFgvGwxq8qTqAR7eG
7495,beta radio,on the frame,0,5TjAhRtHiLjCrzuOhgk50U
7496,bear's den,sophie,0,2v162mDpVPU2tUhKZtgjpV
7497,the lumineers,visions of china,0,5yWCq9N7kIy6DpqXnGilSG
7498,harrison storm,sense of home,0,68wibJU4yMiqNX79IaLAsN
7499,syml,where's my love - acoustic,0,51Yy4jTMPlq0Qwnn53id64
7500,the barr brothers,even the darkness has arms,0,6W49z468BT75GsO2tCcBtq
7501,josé gonzález,stay alive,0,0ZNYGrmcehorhh9JOeg5Iv
7502,courtney hartman,wayside,0,1qIktGpjJbiikPxFDbuh1L
7503,gregory alan isakov,chemicals,0,2wDuq7nBkGJjO4ykq3aJ4D
7504,fenne lily,top to toe,0,1I6hI9D2b1UXZUGoP8ixM0
7505,anthony da costa,you’re free now (feat. sarah jarosz),0,0n5BiC98D3E0EZimzsboGW
7506,dead horses,"a petal here, a petal there",0,4i3QIg75ryI3X7N06zlhiI
7507,the lumineers,scotland,0,3FWWh7YVaOwq1PurKgLWnh
7508,dean lewis,waves - guitar acoustic,0,6yiWXb7aSGTLtrh7oKj80S
7509,novo amor,anchor,0,7qH9Z4dJEN0l9bidizW7fq
7510,old sea brigade,love brought weight,0,1H56ffyFrFcvMEWUg3WFbM
7511,phoebe bridgers,motion sickness (demo - bonus track),0,2JxSX1MtCIAxHGlas7ysJs
7512,wilderado,sorrow - acoustic,0,4wxTCGLUpF92E1Wf8Jwg0E
7513,angus & julia stone,nothing else,0,33ZjZqqFuGRTPjNVqO0h8o
7514,first aid kit,emmylou - spotify sessions,0,7exdcu9SmgcrZ7hW9ZdcYo
7515,sufjan stevens,mystery of love (from the original motion picture “call me by your name”),0,0oTtnnedK0C4unALxVTPhz
7516,mipso,take your records home,0,5AFQDxw3cN0whBaFmQnEb4
7517,vance joy,where we start,0,6KxtHlxcVPyusnlLjC7jdG
7518,i'm with her,be my husband,0,74d7P9LCG64oZsaVXjuzkK
7519,the stray birds,dream in blue,0,1Bx9I2NyzUpTfmpAQ4BSsR
7520,jill andrews,tell that devil (acoustic version),0,5lLFQyUsdHB6dkg5UWjBCP
7521,gregory alan isakov,big black car,0,3Kj2EWpIBnvETsYq4cq0IH
7522,henry jamison,real peach - recorded at spotify studios nyc,0,2eIYmspGt58UeXPNUsp1oW
